transaction_id,price,date_of_transfer,postcode,property_type,new_build,tenure,address,locality,town_city,district,county,ppd_category_type,record_status
{5376B385-A484-34C1-E053-6B04A8C09FF6},103500,2017-02-03 00:00,M41 7GA,F,N,L,4,APARTMENT 11,PRESTWOOD CLOSE,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5376B385-A728-34C1-E053-6B04A8C09FF6},265000,2017-06-02 00:00,M41 6EE,S,N,F,31,,SNOWDEN AVENUE,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5CF9903B-DD86-7F13-E053-6C04A8C074B1},175000,2017-09-15 00:00,M41 6WX,S,N,L,12,,ALTON AVENUE,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5CF9903B-E3D4-7F13-E053-6C04A8C074B1},235000,2017-09-25 00:00,M41 9AG,S,N,L,20,,CISS LANE,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5CF9903B-E3D7-7F13-E053-6C04A8C074B1},677500,2017-08-25 00:00,M41 9EW,D,N,L,9,,BARNFIELD,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5376B385-A497-34C1-E053-6B04A8C09FF6},220000,2017-06-02 00:00,M41 8TE,S,N,F,3,,CARDEN AVENUE,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5376B385-8F6C-34C1-E053-6B04A8C09FF6},320000,2017-06-05 00:00,M41 6HP,D,N,L,10,,BRAEMAR AVENUE,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5CF9903B-DFC3-7F13-E053-6C04A8C074B1},393000,2017-09-29 00:00,M41 9DE,S,N,F,4,,DARTFORD ROAD,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5CF9903B-E3E8-7F13-E053-6C04A8C074B1},380000,2017-10-13 00:00,M41 5TP,D,N,F,18,,VICARAGE ROAD,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5376B385-9584-34C1-E053-6B04A8C09FF6},174950,2017-06-02 00:00,M41 7FR,S,N,F,19,,BENBECULA WAY,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5CF9903B-DDC7-7F13-E053-6C04A8C074B1},200000,2017-10-02 00:00,M41 5DW,T,N,F,46,,ALDERLEY ROAD,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5CF9903B-E1F6-7F13-E053-6C04A8C074B1},393000,2017-09-29 00:00,M41 9DE,S,N,F,4,,DARTFORD ROAD,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5CF9903B-E407-7F13-E053-6C04A8C074B1},220000,2017-09-27 00:00,M41 0GF,S,N,L,8,,PANGBOURNE AVENUE,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5376B385-A774-34C1-E053-6B04A8C09FF6},240000,2017-05-12 00:00,M41 6HT,F,N,L,"VILLAGE COURT, 1",FLAT 13,CARRINGTON ROAD,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5376B385-A78D-34C1-E053-6B04A8C09FF6},141000,2017-02-10 00:00,M41 7ND,T,N,F,28,,WYCOMBE CLOSE,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5376B385-A4FF-34C1-E053-6B04A8C09FF6},137500,2017-04-03 00:00,M41 9NU,F,N,L,302,APARTMENT 8,STRETFORD ROAD,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5376B385-A510-34C1-E053-6B04A8C09FF6},220000,2017-05-31 00:00,M41 9PZ,S,N,F,40,,MOUNT DRIVE,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5376B385-A511-34C1-E053-6B04A8C09FF6},289025,2017-06-16 00:00,M41 0RB,T,N,L,32,,SALISBURY ROAD,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5376B385-A51C-34C1-E053-6B04A8C09FF6},271999,2017-02-28 00:00,M41 0AA,F,N,L,"OAKFIELD COURT, 44",APARTMENT 49,CROFTS BANK ROAD,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{49B78529-FA5F-7921-E050-A8C063056E8D},165100,2017-01-06 00:00,M41 8DW,S,N,L,7,,LINGMELL CLOSE,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{49B78529-FA7E-7921-E050-A8C063056E8D},285000,2017-01-27 00:00,M41 5AX,S,N,F,41,,ROSENEATH ROAD,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{49B78529-FB0A-7921-E050-A8C063056E8D},185000,2017-01-26 00:00,M41 6HZ,T,N,F,19,,BROMLEY AVENUE,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5376B385-8FD8-34C1-E053-6B04A8C09FF6},210000,2017-05-10 00:00,M41 9NE,D,N,F,7,,GILPIN ROAD,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{49B78529-FB42-7921-E050-A8C063056E8D},204000,2017-02-11 00:00,M41 6WQ,S,N,L,151,,ARUNDEL AVENUE,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{49B78529-FB5D-7921-E050-A8C063056E8D},239999,2017-01-25 00:00,M41 6LP,S,N,F,32,,ROTHIEMAY ROAD,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{49B78529-FB5E-7921-E050-A8C063056E8D},185000,2017-02-16 00:00,M41 6LJ,D,N,F,17,,MILLFORD AVENUE,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5CF9903B-DE13-7F13-E053-6C04A8C074B1},291000,2017-10-20 00:00,M41 0TN,S,N,F,95,,LOSTOCK ROAD,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{49B78529-FE4B-7921-E050-A8C063056E8D},176000,2017-01-27 00:00,M41 8TT,T,N,F,11,,DERWENT ROAD,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5CF9903B-E242-7F13-E053-6C04A8C074B1},259200,2017-09-25 00:00,M41 6LU,S,N,F,3,,NORTHSIDE AVENUE,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5CF9903B-E44F-7F13-E053-6C04A8C074B1},182500,2017-10-09 00:00,M41 6WN,S,N,F,104,,VALLEY ROAD SOUTH,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{49B78529-FBC6-7921-E050-A8C063056E8D},241000,2017-01-27 00:00,M41 8GX,T,N,F,74,,WOODSEND ROAD,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{49B78529-FBDB-7921-E050-A8C063056E8D},175000,2017-02-03 00:00,M41 6WN,T,N,F,78,,VALLEY ROAD SOUTH,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5376B385-A524-34C1-E053-6B04A8C09FF6},310000,2017-04-10 00:00,M41 7DT,D,N,L,5,,DENSTONE ROAD,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5376B385-A527-34C1-E053-6B04A8C09FF6},235000,2017-05-02 00:00,M41 6LH,S,N,F,24,,WYNDCLIFFE DRIVE,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{49B78529-FE77-7921-E050-A8C063056E8D},122500,2017-02-10 00:00,M41 9RD,F,N,L,3,,ORME CLOSE,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{49B78529-FBFF-7921-E050-A8C063056E8D},350000,2017-02-10 00:00,M41 5AN,D,N,F,69,,FLIXTON ROAD,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5376B385-900A-34C1-E053-6B04A8C09FF6},283500,2017-06-09 00:00,M41 6LH,D,N,F,20,,WYNDCLIFFE DRIVE,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5CF9903B-DE14-7F13-E053-6C04A8C074B1},125000,2017-09-29 00:00,M41 0TF,S,N,F,45,,CONWAY ROAD,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5CF9903B-E033-7F13-E053-6C04A8C074B1},164950,2017-09-22 00:00,M41 0UP,S,N,F,67,,WINCHESTER ROAD,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{49B78529-FECB-7921-E050-A8C063056E8D},210000,2017-02-02 00:00,M41 9DN,S,N,F,6,,BROADOAKS ROAD,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{49B78529-FC37-7921-E050-A8C063056E8D},230000,2017-01-27 00:00,M41 9DQ,S,N,F,25,,SUNNINGDALE ROAD,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{49B78529-FD94-7921-E050-A8C063056E8D},230000,2017-01-27 00:00,M41 6HF,S,N,F,23,,MANSFIELD ROAD,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5CF9903B-E24F-7F13-E053-6C04A8C074B1},335000,2017-10-12 00:00,M41 9NW,S,N,F,21,,NEWCROFT CRESCENT,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{49B78529-FC59-7921-E050-A8C063056E8D},135000,2017-01-27 00:00,M41 7NF,S,N,F,32,,WELWYN CLOSE,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{49B78529-FC6B-7921-E050-A8C063056E8D},151500,2017-02-07 00:00,M41 9PJ,T,N,F,34,,FIRWOOD AVENUE,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{49B78529-FC91-7921-E050-A8C063056E8D},305000,2017-01-20 00:00,M41 9BX,D,N,F,6,,CHETWYND AVENUE,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{49B78529-FDDC-7921-E050-A8C063056E8D},218000,2017-02-10 00:00,M41 9PS,S,N,F,84,,HUMPHREY LANE,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{49B78529-FDDE-7921-E050-A8C063056E8D},196625,2017-01-27 00:00,M41 5DR,T,N,F,242,,FLIXTON ROAD,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{49B78529-FDE9-7921-E050-A8C063056E8D},238000,2017-01-27 00:00,M41 6QF,D,N,F,6,,BARN CLOSE,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5376B385-901F-34C1-E053-6B04A8C09FF6},235000,2017-06-09 00:00,M41 6NQ,S,N,L,16,,ARUNDEL AVENUE,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5CF9903B-E050-7F13-E053-6C04A8C074B1},330000,2017-10-06 00:00,M41 5TJ,D,N,F,17,,CORNHILL ROAD,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5CF9903B-E26C-7F13-E053-6C04A8C074B1},195000,2017-08-18 00:00,M41 8UF,S,N,F,30,,ALDERMERE CRESCENT,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5CF9903B-E273-7F13-E053-6C04A8C074B1},132000,2017-09-29 00:00,M41 9RA,F,N,L,10,,TURNER DRIVE,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5CF9903B-E288-7F13-E053-6C04A8C074B1},230000,2017-10-20 00:00,M41 9RH,S,N,L,4,,CHADWICK ROAD,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5CF9903B-E48E-7F13-E053-6C04A8C074B1},262500,2017-09-04 00:00,M41 6QB,D,N,F,15,,WOODSEND ROAD SOUTH,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5A9D8B55-1931-68EB-E053-6B04A8C0D293},330000,2017-07-31 00:00,M41 7AJ,S,N,F,46,,CANTERBURY ROAD,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5A9D8B55-1B41-68EB-E053-6B04A8C0D293},208500,2017-08-31 00:00,M41 8PF,S,N,F,10,,BOOTH DRIVE,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5A9D8B55-1D62-68EB-E053-6B04A8C0D293},332500,2017-08-15 00:00,M41 9EQ,S,N,F,49,,SOUTHGATE,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{49B78529-FF78-7921-E050-A8C063056E8D},259950,2017-01-24 00:00,M41 9JW,S,N,F,12,,ROYAL AVENUE,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5CF9903B-DE5E-7F13-E053-6C04A8C074B1},160000,2017-09-15 00:00,M41 5SW,F,N,L,KELMSCOTT LODGE,FLAT 1,CORNHILL ROAD,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5CF9903B-DE60-7F13-E053-6C04A8C074B1},185000,2017-09-15 00:00,M41 8GW,T,N,F,16,,WOODSEND GREEN,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5A9D8B55-1953-68EB-E053-6B04A8C0D293},235000,2017-08-25 00:00,M41 0SQ,S,N,L,14,,SEVENOAKS AVENUE,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5CF9903B-DE90-7F13-E053-6C04A8C074B1},225000,2017-09-08 00:00,M41 6HH,S,N,F,21,,CAMBRIDGE ROAD,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5CF9903B-E09E-7F13-E053-6C04A8C074B1},115000,2017-09-13 00:00,M41 7DY,F,N,L,3,,WOODBANK COURT,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5CF9903B-E0A3-7F13-E053-6C04A8C074B1},227500,2017-08-30 00:00,M41 6FE,S,N,F,68,,SNOWDEN AVENUE,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5CF9903B-E0B0-7F13-E053-6C04A8C074B1},345000,2017-09-25 00:00,M41 9FS,S,N,L,30,,SOUTHGATE,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5CF9903B-E2C0-7F13-E053-6C04A8C074B1},223000,2017-10-09 00:00,M41 5DW,S,N,F,30,,ALDERLEY ROAD,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5CF9903B-E2C2-7F13-E053-6C04A8C074B1},393000,2017-09-29 00:00,M41 9DE,S,N,F,4,,DARTFORD ROAD,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5CF9903B-E4D1-7F13-E053-6C04A8C074B1},200000,2017-09-29 00:00,M41 8PH,S,N,L,6,,RIPLEY CRESCENT,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5A9D8B55-1B88-68EB-E053-6B04A8C0D293},130000,2017-07-31 00:00,M41 8GR,F,N,L,QUEENS COURT,FLAT 7,WOODSEND ROAD,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5A9D8B55-1B8A-68EB-E053-6B04A8C0D293},255000,2017-09-13 00:00,M41 9EF,T,N,F,5,,DARTFORD ROAD,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5A9D8B55-1D9E-68EB-E053-6B04A8C0D293},274950,2017-08-25 00:00,M41 8DS,D,N,L,4,,ESK CLOSE,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5A9D8B55-1FB9-68EB-E053-6B04A8C0D293},252000,2017-09-06 00:00,M41 9DD,T,N,F,29,,NORTH GROVE,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5A9D8B55-1FC3-68EB-E053-6B04A8C0D293},207000,2017-07-14 00:00,M41 0GN,S,N,L,54,,ABINGDON ROAD,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5376B385-A399-34C1-E053-6B04A8C09FF6},299950,2017-05-19 00:00,M41 6PZ,S,N,F,11,,PARSONAGE ROAD,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5CF9903B-DC89-7F13-E053-6C04A8C074B1},310000,2017-09-22 00:00,M41 5GN,S,N,F,7,,WHITELAKE AVENUE,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5CF9903B-DC98-7F13-E053-6C04A8C074B1},182500,2017-09-26 00:00,M41 8DZ,S,N,L,61,,ROSSETT DRIVE,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5CF9903B-DEA2-7F13-E053-6C04A8C074B1},215000,2017-08-18 00:00,M41 7NW,S,N,L,149,,BROADWAY,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5CF9903B-E4F6-7F13-E053-6C04A8C074B1},312500,2017-09-29 00:00,M41 5DW,S,N,F,16,,ALDERLEY ROAD,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5CF9903B-DCA7-7F13-E053-6C04A8C074B1},260000,2017-09-15 00:00,M41 0UQ,S,N,L,22,,FURNESS ROAD,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5CF9903B-E0D7-7F13-E053-6C04A8C074B1},330000,2017-10-13 00:00,M41 6PH,S,N,F,46,,AMBLESIDE ROAD,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5CF9903B-E0DE-7F13-E053-6C04A8C074B1},249950,2017-09-29 00:00,M41 6LS,S,N,F,5,,PLOUGH CLOSE,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5CF9903B-E300-7F13-E053-6C04A8C074B1},202000,2017-10-13 00:00,M41 6QW,S,N,F,13,,LANSDOWNE ROAD,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5A9D8B55-19CB-68EB-E053-6B04A8C0D293},465000,2017-08-23 00:00,M41 5BX,S,N,F,163,,FLIXTON ROAD,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5A9D8B55-1A0D-68EB-E053-6B04A8C0D293},179000,2017-09-01 00:00,M41 9BB,S,N,L,9,,CHAPEL GROVE,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5A9D8B55-1A2C-68EB-E053-6B04A8C0D293},322500,2017-09-07 00:00,M41 9NE,S,N,F,10,,GILPIN ROAD,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{4E95D757-641E-EDA1-E050-A8C0630539E2},225000,2017-03-24 00:00,M41 9QS,S,N,F,11,,BERWICK AVENUE,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{4E95D757-643E-EDA1-E050-A8C0630539E2},326000,2017-03-27 00:00,M41 9RH,D,N,L,34,,CHADWICK ROAD,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{4E95D757-644D-EDA1-E050-A8C0630539E2},154000,2017-04-07 00:00,M41 7WF,S,N,F,104,,BROADWAY,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{4E95D757-6461-EDA1-E050-A8C0630539E2},412000,2017-02-28 00:00,M41 7AA,D,N,F,THE WOODLANDS,1,OLD CROFTS BANK,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5A9D8B55-1C57-68EB-E053-6B04A8C0D293},356000,2017-08-25 00:00,M41 5RE,D,N,L,84,,MOORSIDE ROAD,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{4E95D757-64DE-EDA1-E050-A8C0630539E2},235000,2017-04-13 00:00,M41 9LH,S,N,L,61,,TORBAY ROAD,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5A9D8B55-1A62-68EB-E053-6B04A8C0D293},217000,2017-09-04 00:00,M41 6WE,T,N,F,264,,IRLAM ROAD,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5A9D8B55-1C77-68EB-E053-6B04A8C0D293},248500,2017-08-25 00:00,M41 9QA,S,N,F,60,,MOUNT DRIVE,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{4E95D757-6541-EDA1-E050-A8C0630539E2},150000,2017-02-24 00:00,M41 5RH,F,N,L,25,,ALBANY COURT,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5A9D8B55-1E88-68EB-E053-6B04A8C0D293},322500,2017-08-15 00:00,M41 5SE,S,N,L,340,,MOORSIDE ROAD,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5A9D8B55-1A94-68EB-E053-6B04A8C0D293},334250,2017-08-25 00:00,M41 8GJ,S,N,L,1,,DARESBURY AVENUE,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{4E95D757-63A3-EDA1-E050-A8C0630539E2},305000,2017-03-03 00:00,M41 6JT,S,N,F,76,,IRLAM ROAD,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{4E95D757-65B8-EDA1-E050-A8C0630539E2},110000,2017-04-13 00:00,M41 7NW,F,N,L,173A,,BROADWAY,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{4E95D757-65E2-EDA1-E050-A8C0630539E2},153000,2017-04-11 00:00,M41 9BE,T,N,F,15,,ALBERT AVENUE,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{4E95D757-63E0-EDA1-E050-A8C0630539E2},332000,2017-03-30 00:00,M41 5GH,S,N,F,82,,TREVOR ROAD,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5A9D8B55-1884-68EB-E053-6B04A8C0D293},367000,2017-09-08 00:00,M41 5AZ,T,N,F,132,,ROSENEATH ROAD,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5A9D8B55-1AA4-68EB-E053-6B04A8C0D293},192500,2017-07-28 00:00,M41 6NQ,S,N,L,37,,ARUNDEL AVENUE,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5A9D8B55-1AA9-68EB-E053-6B04A8C0D293},217000,2017-09-01 00:00,M41 7NA,T,N,L,6,,BENT TERRACE,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5A9D8B55-1AAB-68EB-E053-6B04A8C0D293},290000,2017-08-21 00:00,M41 8GH,S,N,F,62,,EDDISBURY AVENUE,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5A9D8B55-1ECA-68EB-E053-6B04A8C0D293},298000,2017-07-31 00:00,M41 7NT,S,N,L,43,,WOODHOUSE ROAD,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5A9D8B55-1ED1-68EB-E053-6B04A8C0D293},155000,2017-09-08 00:00,M41 7NJ,T,N,F,3,,AMERSHAM CLOSE,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5A9D8B55-1AB8-68EB-E053-6B04A8C0D293},235000,2017-05-04 00:00,M41 8GE,S,N,F,17,,EDDISBURY AVENUE,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5A9D8B55-1CD8-68EB-E053-6B04A8C0D293},185000,2017-08-18 00:00,M41 7EY,S,N,L,22,,IONA WAY,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5A9D8B55-1F00-68EB-E053-6B04A8C0D293},189950,2017-09-01 00:00,M41 9AZ,T,N,L,146,,HIGHER ROAD,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5A9D8B55-18CD-68EB-E053-6B04A8C0D293},160000,2017-08-30 00:00,M41 8RF,T,N,F,31,,NORFOLK GARDENS,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5A9D8B55-1AF5-68EB-E053-6B04A8C0D293},267500,2017-09-06 00:00,M41 8PY,S,N,F,214,,WOODSEND ROAD,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5A9D8B55-1CFB-68EB-E053-6B04A8C0D293},200000,2017-07-21 00:00,M41 7FA,S,N,F,7,,NEWBURY DRIVE,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5A9D8B55-1D02-68EB-E053-6B04A8C0D293},230000,2017-08-04 00:00,M41 9PQ,S,N,F,36,,DURNFORD AVENUE,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5A9D8B55-18F3-68EB-E053-6B04A8C0D293},195000,2017-09-15 00:00,M41 8RG,S,N,F,239,,VALLEY ROAD,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5A9D8B55-1AFE-68EB-E053-6B04A8C0D293},223000,2017-09-01 00:00,M41 8SQ,T,N,F,87,,ULLSWATER ROAD,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5A9D8B55-1F2E-68EB-E053-6B04A8C0D293},434500,2017-09-07 00:00,M41 5DR,D,N,F,208,,FLIXTON ROAD,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5A9D8B55-191B-68EB-E053-6B04A8C0D293},282000,2017-07-28 00:00,M41 9NW,S,N,F,41,,NEWCROFT CRESCENT,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{4E95D757-86AB-EDA1-E050-A8C0630539E2},219999,2017-03-24 00:00,M41 9AR,S,N,F,14,,FALCON AVENUE,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5376B385-6174-34C1-E053-6B04A8C09FF6},175000,2017-05-26 00:00,M41 8DY,T,N,L,34,,ROSSETT DRIVE,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5376B385-638F-34C1-E053-6B04A8C09FF6},312000,2017-05-18 00:00,M41 7DP,S,N,F,19,,DALVEEN AVENUE,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5CF9903C-2C29-7F13-E053-6C04A8C074B1},350000,2017-09-22 00:00,M41 0RJ,S,N,L,8,,TEWKESBURY AVENUE,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{4E95D757-8534-EDA1-E050-A8C0630539E2},243500,2017-03-22 00:00,M41 5AG,S,N,F,89,,GROSVENOR ROAD,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{4E95D757-853D-EDA1-E050-A8C0630539E2},205000,2017-04-21 00:00,M41 9JY,S,N,F,41,,STRETFORD ROAD,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{4E95D757-855B-EDA1-E050-A8C0630539E2},280000,2017-03-27 00:00,M41 5AX,S,N,F,37,,ROSENEATH ROAD,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{4E95D757-8572-EDA1-E050-A8C0630539E2},265000,2017-04-04 00:00,M41 5AX,T,N,F,15,,ROSENEATH ROAD,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{4E95D757-857E-EDA1-E050-A8C0630539E2},215000,2017-04-07 00:00,M41 7NT,S,N,L,153,,WOODHOUSE ROAD,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{4E95D757-8581-EDA1-E050-A8C0630539E2},185000,2017-03-01 00:00,M41 9PQ,S,N,F,22,,DURNFORD AVENUE,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{4E95D757-858B-EDA1-E050-A8C0630539E2},275000,2017-03-31 00:00,M41 7WN,S,N,L,1,,LABURNUM ROAD,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{4E95D757-85A7-EDA1-E050-A8C0630539E2},270000,2017-03-31 00:00,M41 5RP,S,N,F,11A,,MALVERN AVENUE,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{4E95D757-85AA-EDA1-E050-A8C0630539E2},275000,2017-04-07 00:00,M41 6EJ,S,N,F,38,,TINTERN AVENUE,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
{5CF9903C-2A10-7F13-E053-6C04A8C074B1},183995,2017-06-30 00:00,M41 8RD,T,Y,L,1B,,WOODBRIDGE ROAD,URMSTON,MANCHESTER,TRAFFORD,GREATER MANCHESTER
